,country,framework,users,type
897,Ukraine,Nuxt.js,28,want to use
898,Switzerland,Angular.js,28,want to use
899,Nepal,Nuxt.js,28,want to use
900,Denmark,Deno,28,want to use
901,Italy,Phoenix,28,want to use
902,Tunisia,Next.js,28,want to use
903,Portugal,Laravel,28,want to use
904,Norway,FastAPI,28,want to use
905,Finland,Angular,28,want to use
906,Colombia,Nuxt.js,28,want to use
907,Malaysia,jQuery,28,want to use
908,Georgia,Node.js,27,want to use
909,Egypt,Angular.js,27,want to use
910,Ecuador,Vue.js,27,want to use
911,Ireland,Svelte,27,want to use
912,Bosnia and Herzegovina,Vue.js,27,want to use
913,Hong Kong (S.A.R.),Svelte,27,want to use
914,Viet Nam,Laravel,27,want to use
915,United Arab Emirates,Angular,27,want to use
916,Bulgaria,Flask,27,want to use
917,Serbia,ASP.NET,27,want to use
918,China,Svelte,27,want to use
919,Egypt,Blazor,27,want to use
920,New Zealand,Flask,27,want to use
921,Kazakhstan,React.js,27,want to use
922,Slovenia,Django,27,want to use
923,Guatemala,React.js,27,want to use
924,Japan,Express,27,want to use
925,Greece,Blazor,27,want to use
926,South Korea,Django,27,want to use
927,Viet Nam,Svelte,27,want to use
928,Peru,Angular,27,want to use
929,Morocco,jQuery,27,want to use
930,Denmark,jQuery,27,want to use
931,Belarus,Node.js,27,want to use
932,"Iran, Islamic Republic of...",Fastify,26,want to use
933,Mexico,Phoenix,26,want to use
934,Spain,Gatsby,26,want to use
935,Saudi Arabia,ASP.NET Core,26,want to use
936,Romania,Angular.js,26,want to use
937,Turkey,Fastify,26,want to use
938,Croatia,Next.js,26,want to use
939,Morocco,FastAPI,26,want to use
940,Slovakia,ASP.NET Core,26,want to use
941,Viet Nam,ASP.NET,26,want to use
942,Croatia,Angular,26,want to use
943,Denmark,Django,26,want to use
944,France,Gatsby,26,want to use
945,Myanmar,Node.js,26,want to use
946,China,Nuxt.js,26,want to use
947,Portugal,Ruby on Rails,26,want to use
948,Philippines,ASP.NET,26,want to use
949,Japan,Nuxt.js,26,want to use
950,Tunisia,Angular,26,want to use
951,Denmark,Nuxt.js,26,want to use
952,Nepal,Laravel,26,want to use
953,Bangladesh,Ruby on Rails,26,want to use
954,Switzerland,Laravel,26,want to use
955,Romania,Ruby on Rails,25,want to use
956,"Venezuela, Bolivarian Republic of...",Laravel,25,want to use
957,Finland,Nuxt.js,25,want to use
958,Egypt,Svelte,25,want to use
959,Belgium,ASP.NET,25,want to use
960,Mexico,Nuxt.js,25,want to use
961,South Africa,Angular.js,25,want to use
962,Germany,Play Framework,25,want to use
963,Switzerland,Phoenix,25,want to use
964,Bulgaria,jQuery,25,want to use
965,Viet Nam,FastAPI,25,want to use
966,Sri Lanka,ASP.NET,25,want to use
967,Philippines,FastAPI,25,want to use
968,New Zealand,jQuery,25,want to use
969,Uzbekistan,React.js,25,want to use
970,Thailand,Angular,25,want to use
971,Myanmar,React.js,25,want to use
972,South Korea,FastAPI,25,want to use
973,Japan,Ruby on Rails,25,want to use
974,Sweden,Ruby on Rails,25,want to use
975,Hungary,ASP.NET,25,want to use
976,Armenia,Node.js,25,want to use
977,New Zealand,Django,24,want to use
978,Nigeria,Deno,24,want to use
979,Uganda,React.js,24,want to use
980,Latvia,Node.js,24,want to use
981,Colombia,Ruby on Rails,24,want to use
982,South Africa,Ruby on Rails,24,want to use
983,Japan,Deno,24,want to use
984,Portugal,Blazor,24,want to use
985,Poland,Angular.js,24,want to use
986,Israel,Fastify,24,want to use
987,Ethiopia,Express,24,want to use
988,Ghana,Express,24,want to use
989,Dominican Republic,Express,24,want to use
990,Dominican Republic,ASP.NET Core,24,want to use
991,Egypt,Deno,24,want to use
992,Hungary,jQuery,24,want to use
993,Denmark,FastAPI,24,want to use
994,Egypt,Ruby on Rails,24,want to use
995,Peru,ASP.NET Core,24,want to use
996,Hungary,Deno,24,want to use
997,Argentina,Angular.js,24,want to use
998,Czech Republic,Laravel,24,want to use
999,Lithuania,Svelte,24,want to use
1000,Slovakia,Express,24,want to use
1001,Thailand,Nuxt.js,24,want to use
1002,Lithuania,Angular,24,want to use
1003,Argentina,Nuxt.js,24,want to use
1004,Ghana,Next.js,23,want to use
1005,Guatemala,Node.js,23,want to use
1006,Chile,FastAPI,23,want to use
1007,Russian Federation,Symfony,23,want to use
1008,Bangladesh,Symfony,23,want to use
1009,Dominican Republic,Next.js,23,want to use
1010,Portugal,Nuxt.js,23,want to use
1011,Malaysia,Nuxt.js,23,want to use
1012,Argentina,Blazor,23,want to use
1013,Kazakhstan,Node.js,23,want to use
1014,Greece,Deno,23,want to use
1015,Denmark,Laravel,23,want to use
1016,Saudi Arabia,Vue.js,23,want to use
1017,Japan,FastAPI,23,want to use
1018,Taiwan,ASP.NET Core,23,want to use
1019,Ireland,Django,23,want to use
1020,Nigeria,Gatsby,23,want to use
1021,Uzbekistan,Node.js,23,want to use
1022,Morocco,Svelte,23,want to use
1023,United Arab Emirates,Django,23,want to use
1024,Czech Republic,Deno,23,want to use
1025,Argentina,Fastify,23,want to use
1026,Morocco,Flask,23,want to use
1027,United Arab Emirates,jQuery,23,want to use
1028,Norway,ASP.NET,23,want to use
1029,Costa Rica,Node.js,23,want to use
1030,Serbia,Svelte,23,want to use
1031,Hungary,FastAPI,23,want to use
1032,Kenya,Angular.js,22,want to use
1033,Nepal,FastAPI,22,want to use
1034,Chile,Django,22,want to use
1035,South Africa,FastAPI,22,want to use
1036,South Africa,Nuxt.js,22,want to use
1037,Germany,Drupal,22,want to use
1038,Nepal,Angular,22,want to use
1039,Ecuador,Express,22,want to use
1040,Bulgaria,Laravel,22,want to use
1041,Uruguay,Next.js,22,want to use
1042,Bangladesh,Gatsby,22,want to use
1043,Indonesia,Blazor,22,want to use
1044,Hungary,Laravel,22,want to use
1045,Sweden,Laravel,22,want to use
1046,Hungary,Django,22,want to use
1047,Armenia,React.js,22,want to use
1048,Czech Republic,Symfony,22,want to use
1049,Singapore,Django,22,want to use
1050,Lithuania,Next.js,22,want to use
1051,Slovakia,Svelte,22,want to use
1052,Ethiopia,Vue.js,22,want to use
1053,Taiwan,Django,22,want to use
1054,Taiwan,Flask,22,want to use
1055,Ukraine,ASP.NET,22,want to use
1056,Slovakia,Django,22,want to use
1057,Denmark,Phoenix,22,want to use
1058,Thailand,Flask,22,want to use
1059,Thailand,ASP.NET Core,22,want to use
1060,"Venezuela, Bolivarian Republic of...",Angular,22,want to use
1061,Thailand,Django,22,want to use
1062,Thailand,FastAPI,22,want to use
1063,Viet Nam,Ruby on Rails,21,want to use
1064,Australia,Fastify,21,want to use
1065,Norway,Deno,21,want to use
1066,Singapore,FastAPI,21,want to use
1067,Malaysia,FastAPI,21,want to use
1068,Ghana,Vue.js,21,want to use
1069,Malaysia,Svelte,21,want to use
1070,Kenya,ASP.NET Core,21,want to use
1071,New Zealand,Deno,21,want to use
1072,Serbia,Django,21,want to use
1073,Albania,Node.js,21,want to use
1074,Romania,FastAPI,21,want to use
1075,Hong Kong (S.A.R.),jQuery,21,want to use
1076,Croatia,Svelte,21,want to use
1077,Lithuania,Express,21,want to use
1078,Ukraine,Deno,21,want to use
1079,Lebanon,Node.js,21,want to use
1080,Finland,jQuery,21,want to use
1081,Ethiopia,Next.js,21,want to use
1082,Ukraine,FastAPI,21,want to use
1083,Chile,Svelte,21,want to use
1084,Slovenia,jQuery,21,want to use
1085,Taiwan,Laravel,21,want to use
1086,Slovakia,Next.js,21,want to use
1087,Lebanon,React.js,21,want to use
1088,South Korea,Nuxt.js,21,want to use
1089,Slovenia,Nuxt.js,21,want to use
1090,Malaysia,Django,20,want to use
1091,Indonesia,ASP.NET,20,want to use
1092,Greece,Angular.js,20,want to use
1093,Israel,Ruby on Rails,20,want to use
1094,Philippines,Ruby on Rails,20,want to use
1095,Malaysia,ASP.NET,20,want to use
1096,Paraguay,React.js,20,want to use
1097,Jordan,Node.js,20,want to use
1098,Kenya,Ruby on Rails,20,want to use
1099,Republic of Korea,Node.js,20,want to use
1100,Japan,jQuery,20,want to use
1101,Japan,Angular,20,want to use
1102,Latvia,ASP.NET Core,20,want to use
1103,Singapore,Svelte,20,want to use
1104,Hungary,Nuxt.js,20,want to use
1105,Nepal,Flask,20,want to use
1106,Australia,Symfony,20,want to use
1107,Bosnia and Herzegovina,ASP.NET Core,20,want to use
1108,Australia,Drupal,20,want to use
1109,Croatia,Express,20,want to use
1110,Georgia,ASP.NET Core,20,want to use
1111,Georgia,Next.js,20,want to use
1112,Sri Lanka,Svelte,20,want to use
1113,South Korea,Deno,20,want to use
1114,Ecuador,Next.js,20,want to use
1115,Afghanistan,React.js,20,want to use
1116,Cyprus,Node.js,20,want to use
1117,Ghana,Django,20,want to use
1118,Ukraine,Laravel,20,want to use
1119,United Arab Emirates,Express,20,want to use
1120,Austria,Angular.js,20,want to use
1121,Belgium,Symfony,20,want to use
1122,Honduras,React.js,19,want to use
1123,Slovenia,Flask,19,want to use
1124,Denmark,Ruby on Rails,19,want to use
1125,Netherlands,Gatsby,19,want to use
1126,Nepal,ASP.NET Core,19,want to use
1127,Dominican Republic,Vue.js,19,want to use
1128,Austria,Symfony,19,want to use
1129,Hong Kong (S.A.R.),Django,19,want to use
1130,Norway,jQuery,19,want to use
1131,Serbia,Flask,19,want to use
1132,Denmark,Flask,19,want to use
1133,El Salvador,React.js,19,want to use
1134,Chile,Ruby on Rails,19,want to use
1135,Cyprus,React.js,19,want to use
1136,Belgium,Deno,19,want to use
1137,Belgium,Ruby on Rails,19,want to use
1138,Peru,Svelte,19,want to use
1139,Philippines,Blazor,19,want to use
1140,Philippines,Deno,19,want to use
1141,Bolivia,React.js,19,want to use
1142,Bosnia and Herzegovina,Angular,19,want to use
1143,Nigeria,Blazor,19,want to use
1144,Uruguay,Express,19,want to use
1145,Viet Nam,Flask,19,want to use
1146,Mexico,Gatsby,19,want to use
1147,Bulgaria,Nuxt.js,19,want to use
1148,Turkey,Gatsby,19,want to use
1149,Russian Federation,Fastify,19,want to use
1150,Colombia,ASP.NET,19,want to use
1151,Thailand,Deno,19,want to use
1152,Viet Nam,Deno,19,want to use
1153,Israel,Blazor,19,want to use
1154,Peru,Django,19,want to use
1155,Hong Kong (S.A.R.),FastAPI,18,want to use
1156,Viet Nam,Blazor,18,want to use
1157,Nepal,Deno,18,want to use
1158,Kenya,Nuxt.js,18,want to use
1159,Serbia,Laravel,18,want to use
1160,Indonesia,Fastify,18,want to use
1161,Ukraine,Blazor,18,want to use
1162,Croatia,jQuery,18,want to use
1163,Croatia,ASP.NET,18,want to use
1164,Ecuador,Django,18,want to use
1165,Slovakia,jQuery,18,want to use
1166,Indonesia,Phoenix,18,want to use
1167,Kazakhstan,Vue.js,18,want to use
1168,Republic of Korea,React.js,18,want to use
1169,Croatia,Blazor,18,want to use
1170,Ethiopia,Angular,18,want to use
1171,Peru,Nuxt.js,18,want to use
1172,Luxembourg,Node.js,18,want to use
1173,Israel,Angular.js,18,want to use
1174,Japan,Flask,18,want to use
1175,Nigeria,Fastify,18,want to use
1176,Tunisia,ASP.NET Core,18,want to use
1177,Bolivia,Node.js,18,want to use
1178,Czech Republic,Ruby on Rails,18,want to use
1179,Hong Kong (S.A.R.),ASP.NET Core,18,want to use
1180,Singapore,ASP.NET Core,18,want to use
1181,Saudi Arabia,Next.js,18,want to use
1182,Saudi Arabia,Express,18,want to use
1183,Myanmar,Next.js,18,want to use
1184,Azerbaijan,React.js,18,want to use
1185,Ecuador,Angular,18,want to use
1186,Bulgaria,FastAPI,18,want to use
1187,Ireland,FastAPI,18,want to use
1188,Taiwan,Nuxt.js,17,want to use
1189,Viet Nam,Angular.js,17,want to use
1190,Honduras,Node.js,17,want to use
1191,Philippines,Fastify,17,want to use
1192,Morocco,ASP.NET Core,17,want to use
1193,China,Angular.js,17,want to use
1194,United Arab Emirates,Flask,17,want to use
1195,Serbia,FastAPI,17,want to use
1196,Afghanistan,Node.js,17,want to use
1197,Uruguay,Angular,17,want to use
1198,Paraguay,Node.js,17,want to use
1199,Colombia,Angular.js,17,want to use
1200,Chile,Deno,17,want to use
1201,El Salvador,Node.js,17,want to use
1202,Albania,React.js,17,want to use
1203,Netherlands,Fastify,17,want to use
1204,Tunisia,Vue.js,17,want to use
1205,"Iran, Islamic Republic of...",Symfony,17,want to use
1206,South Africa,Deno,17,want to use
1207,Bolivia,Vue.js,17,want to use
1208,Azerbaijan,Node.js,17,want to use
1209,Morocco,Ruby on Rails,17,want to use
1210,Ireland,Blazor,17,want to use
1211,Finland,Ruby on Rails,17,want to use
1212,Uruguay,Ruby on Rails,17,want to use
1213,Peru,Laravel,17,want to use
1214,Uzbekistan,Django,17,want to use
1215,Cameroon,React.js,17,want to use
1216,Latvia,Vue.js,17,want to use
1217,Turkey,Symfony,17,want to use
1218,Slovenia,Blazor,17,want to use
1219,Saudi Arabia,ASP.NET,17,want to use
1220,Lebanon,Angular,17,want to use
1221,Georgia,FastAPI,16,want to use
1222,Georgia,Vue.js,16,want to use
1223,Estonia,ASP.NET Core,16,want to use
1224,Morocco,Symfony,16,want to use
1225,Sri Lanka,Ruby on Rails,16,want to use
1226,Pakistan,Fastify,16,want to use
1227,Syrian Arab Republic,Node.js,16,want to use
1228,Russian Federation,Phoenix,16,want to use
1229,Saudi Arabia,Django,16,want to use
1230,Rwanda,Node.js,16,want to use
1231,China,Blazor,16,want to use
1232,Portugal,Angular.js,16,want to use
1233,Ireland,Deno,16,want to use
1234,Georgia,Express,16,want to use
1235,Afghanistan,Vue.js,16,want to use
1236,Serbia,Blazor,16,want to use
1237,Czech Republic,Phoenix,16,want to use
1238,Ireland,jQuery,16,want to use
1239,United Kingdom of Great Britain and Northern Ireland,Play Framework,16,want to use
1240,Ukraine,Phoenix,16,want to use
1241,Indonesia,Gatsby,16,want to use
1242,Egypt,Gatsby,16,want to use
1243,Sri Lanka,Gatsby,16,want to use
1244,Belarus,ASP.NET Core,16,want to use
1245,South Korea,Flask,16,want to use
1246,Ethiopia,ASP.NET Core,16,want to use
1247,Hong Kong (S.A.R.),Angular,16,want to use
1248,Singapore,jQuery,16,want to use
1249,Kenya,Svelte,16,want to use
1250,Slovenia,Svelte,16,want to use
1251,Belgium,Angular.js,16,want to use
1252,Guatemala,Vue.js,16,want to use
1253,South Korea,jQuery,16,want to use
1254,New Zealand,Ruby on Rails,16,want to use
1255,United Arab Emirates,Nuxt.js,16,want to use
1256,United Arab Emirates,Laravel,16,want to use
1257,Romania,Symfony,16,want to use
1258,Singapore,Nuxt.js,16,want to use
1259,Ghana,Flask,16,want to use
1260,United Arab Emirates,Blazor,16,want to use
1261,"Venezuela, Bolivarian Republic of...",Flask,16,want to use
1262,Kenya,ASP.NET,16,want to use
1263,Chile,ASP.NET Core,16,want to use
1264,United Arab Emirates,Svelte,16,want to use
1265,Rwanda,React.js,15,want to use
1266,Lithuania,ASP.NET,15,want to use
1267,Taiwan,Svelte,15,want to use
1268,Indonesia,Symfony,15,want to use
1269,Costa Rica,ASP.NET Core,15,want to use
1270,Uzbekistan,Next.js,15,want to use
1271,Estonia,Svelte,15,want to use
1272,Uganda,Node.js,15,want to use
1273,Sweden,Gatsby,15,want to use
1274,Greece,Fastify,15,want to use
1275,Jordan,React.js,15,want to use
1276,Sweden,Angular.js,15,want to use
1277,Uzbekistan,Vue.js,15,want to use
1278,Lithuania,Laravel,15,want to use
1279,Bosnia and Herzegovina,Next.js,15,want to use
1280,Taiwan,Deno,15,want to use
1281,Belarus,Next.js,15,want to use
1282,Belarus,Vue.js,15,want to use
1283,Myanmar,Express,15,want to use
1284,Azerbaijan,Vue.js,15,want to use
1285,Honduras,Express,15,want to use
1286,Malaysia,Ruby on Rails,15,want to use
1287,Hong Kong (S.A.R.),Flask,15,want to use
1288,Morocco,Deno,15,want to use
1289,Saudi Arabia,jQuery,15,want to use
1290,Lebanon,Next.js,15,want to use
1291,Malaysia,Angular.js,15,want to use
1292,"Venezuela, Bolivarian Republic of...",Svelte,15,want to use
1293,Algeria,React.js,15,want to use
1294,Singapore,Angular,15,want to use
1295,South Africa,Gatsby,15,want to use
1296,The former Yugoslav Republic of Macedonia,React.js,15,want to use
1297,Russian Federation,Angular.js,15,want to use
1298,Slovenia,ASP.NET,15,want to use
1299,Switzerland,Symfony,15,want to use
1300,Ireland,ASP.NET,15,want to use
1301,Colombia,jQuery,15,want to use
1302,Lithuania,jQuery,15,want to use
1303,France,Drupal,15,want to use
1304,Colombia,Fastify,15,want to use
1305,Cambodia,React.js,14,want to use
1306,Switzerland,Fastify,14,want to use
1307,Bosnia and Herzegovina,Express,14,want to use
1308,Taiwan,FastAPI,14,want to use
1309,Cuba,Node.js,14,want to use
1310,Lebanon,Express,14,want to use
1311,Kosovo,Node.js,14,want to use
1312,Cameroon,Node.js,14,want to use
1313,Sudan,React.js,14,want to use
1314,Ghana,Laravel,14,want to use
1315,Austria,Phoenix,14,want to use
1316,Ukraine,Angular.js,14,want to use
1317,United Republic of Tanzania,Node.js,14,want to use
1318,Saudi Arabia,Flask,14,want to use
1319,Uruguay,Vue.js,14,want to use
1320,Palestine,Node.js,14,want to use
1321,Armenia,Express,14,want to use
1322,Guatemala,Express,14,want to use
1323,Bosnia and Herzegovina,ASP.NET,14,want to use
1324,Peru,Flask,14,want to use
1325,Lebanon,Django,14,want to use
1326,Cuba,Vue.js,14,want to use
1327,Armenia,Next.js,14,want to use
1328,Japan,Laravel,14,want to use
1329,Serbia,Deno,14,want to use
1330,Ukraine,Symfony,14,want to use
1331,Japan,Phoenix,14,want to use
1332,Bangladesh,Fastify,14,want to use
1333,The former Yugoslav Republic of Macedonia,Node.js,14,want to use
1334,Guatemala,ASP.NET Core,14,want to use
1335,Argentina,Phoenix,14,want to use
1336,Nepal,jQuery,14,want to use
1337,Costa Rica,Express,14,want to use
1338,Uganda,Django,14,want to use
1339,Myanmar,Vue.js,14,want to use
1340,Uzbekistan,ASP.NET Core,14,want to use
1341,Estonia,Next.js,14,want to use
1342,Algeria,Node.js,14,want to use
1343,"Venezuela, Bolivarian Republic of...",jQuery,14,want to use
1344,Afghanistan,Next.js,14,want to use
1345,Lithuania,Deno,14,want to use
1346,Morocco,Gatsby,14,want to use
1347,Belgium,Drupal,14,want to use
